product,store,date,demand
cordless screwdriver_1,Store_1,2023-07-24,69.0
cordless screwdriver_1,Store_1,2023-07-31,52.0
cordless screwdriver_1,Store_1,2023-08-07,70.0
cordless screwdriver_1,Store_1,2023-08-14,78.0
cordless screwdriver_1,Store_1,2023-08-21,76.0
cordless screwdriver_1,Store_1,2023-08-28,78.0
cordless screwdriver_1,Store_1,2023-09-04,109.0
cordless screwdriver_1,Store_1,2023-09-11,87.0
cordless screwdriver_1,Store_1,2023-09-18,93.0
cordless screwdriver_1,Store_1,2023-09-25,115.0
cordless screwdriver_1,Store_1,2023-10-02,67.0
cordless screwdriver_1,Store_1,2023-10-09,69.0
cordless screwdriver_1,Store_1,2023-10-16,102.0
cordless screwdriver_1,Store_1,2023-10-23,64.0
cordless screwdriver_1,Store_1,2023-10-30,76.0
cordless screwdriver_1,Store_1,2023-11-06,96.0
cordless screwdriver_1,Store_1,2023-11-13,87.0
cordless screwdriver_1,Store_1,2023-11-20,102.0
cordless screwdriver_1,Store_1,2023-11-27,103.0
cordless screwdriver_1,Store_1,2023-12-04,98.0
cordless screwdriver_1,Store_1,2023-12-11,77.0
cordless screwdriver_1,Store_1,2023-12-18,92.0
cordless screwdriver_1,Store_1,2023-12-25,84.0
cordless screwdriver_1,Store_1,2024-01-01,60.0
cordless screwdriver_1,Store_1,2024-01-08,96.0
cordless screwdriver_1,Store_1,2024-01-15,88.0
cordless screwdriver_1,Store_1,2024-01-22,77.0
cordless screwdriver_1,Store_1,2024-01-29,81.0
cordless screwdriver_1,Store_1,2024-02-05,64.0
cordless screwdriver_1,Store_1,2024-02-12,77.0
cordless screwdriver_1,Store_1,2024-02-19,81.0
cordless screwdriver_1,Store_1,2024-02-26,64.0
cordless screwdriver_1,Store_1,2024-03-04,92.0
cordless screwdriver_1,Store_1,2024-03-11,66.0
cordless screwdriver_1,Store_1,2024-03-18,48.0
cordless screwdriver_1,Store_1,2024-03-25,89.0
cordless screwdriver_1,Store_1,2024-04-01,67.0
cordless screwdriver_1,Store_1,2024-04-08,70.0
cordless screwdriver_1,Store_1,2024-04-15,70.0
cordless screwdriver_1,Store_1,2024-04-22,54.0
cordless screwdriver_1,Store_1,2024-04-29,89.0
cordless screwdriver_1,Store_1,2024-05-06,66.0
cordless screwdriver_1,Store_1,2024-05-13,93.0
cordless screwdriver_1,Store_1,2024-05-20,94.0
cordless screwdriver_1,Store_1,2024-05-27,74.0
cordless screwdriver_1,Store_1,2024-06-03,71.0
cordless screwdriver_1,Store_1,2024-06-10,68.0
cordless screwdriver_1,Store_1,2024-06-17,58.0
cordless screwdriver_1,Store_1,2024-06-24,96.0
cordless screwdriver_1,Store_1,2024-07-01,79.0
cordless screwdriver_1,Store_1,2024-07-08,91.0
cordless screwdriver_1,Store_1,2024-07-15,71.0
cordless screwdriver_1,Store_1,2024-07-22,79.0
cordless screwdriver_1,Store_1,2024-07-29,94.0
cordless screwdriver_1,Store_1,2024-08-05,71.0
cordless screwdriver_1,Store_1,2024-08-12,92.0
cordless screwdriver_1,Store_1,2024-08-19,69.0
cordless screwdriver_1,Store_1,2024-08-26,59.0
cordless screwdriver_1,Store_1,2024-09-02,82.0
cordless screwdriver_1,Store_1,2024-09-09,67.0
cordless screwdriver_1,Store_1,2024-09-16,81.0
cordless screwdriver_1,Store_1,2024-09-23,55.0
cordless screwdriver_1,Store_1,2024-09-30,82.0
cordless screwdriver_1,Store_1,2024-10-07,110.0
cordless screwdriver_1,Store_1,2024-10-14,75.0
cordless screwdriver_1,Store_1,2024-10-21,85.0
cordless screwdriver_1,Store_10,2022-10-24,54.0
cordless screwdriver_1,Store_10,2022-10-31,47.0
cordless screwdriver_1,Store_10,2022-11-07,32.0
cordless screwdriver_1,Store_10,2022-11-14,37.0
cordless screwdriver_1,Store_10,2022-11-21,61.0
cordless screwdriver_1,Store_10,2022-11-28,25.0
cordless screwdriver_1,Store_10,2022-12-05,41.0
cordless screwdriver_1,Store_10,2022-12-12,53.0
cordless screwdriver_1,Store_10,2022-12-19,42.0
cordless screwdriver_1,Store_10,2022-12-26,38.0
cordless screwdriver_1,Store_10,2023-01-02,41.0
cordless screwdriver_1,Store_10,2023-01-09,60.0
cordless screwdriver_1,Store_10,2023-01-16,40.0
cordless screwdriver_1,Store_10,2023-01-23,40.0
cordless screwdriver_1,Store_10,2023-01-30,37.0
cordless screwdriver_1,Store_10,2023-02-06,68.0
cordless screwdriver_1,Store_10,2023-02-13,65.0
cordless screwdriver_1,Store_10,2023-02-20,52.0
cordless screwdriver_1,Store_10,2023-02-27,40.0
cordless screwdriver_1,Store_10,2023-03-06,47.0
cordless screwdriver_1,Store_10,2023-03-13,58.0
cordless screwdriver_1,Store_10,2023-03-20,37.0
cordless screwdriver_1,Store_10,2023-03-27,54.0
cordless screwdriver_1,Store_10,2023-04-03,29.0
cordless screwdriver_1,Store_10,2023-04-10,41.0
cordless screwdriver_1,Store_10,2023-04-17,52.0
cordless screwdriver_1,Store_10,2023-04-24,35.0
cordless screwdriver_1,Store_10,2023-05-01,43.0
cordless screwdriver_1,Store_10,2023-05-08,35.0
cordless screwdriver_1,Store_10,2023-05-15,45.0
cordless screwdriver_1,Store_10,2023-05-22,19.0
cordless screwdriver_1,Store_10,2023-05-29,31.0
cordless screwdriver_1,Store_10,2023-06-05,40.0
cordless screwdriver_1,Store_10,2023-06-12,60.0
cordless screwdriver_1,Store_10,2023-06-19,44.0
cordless screwdriver_1,Store_10,2023-06-26,43.0
cordless screwdriver_1,Store_10,2023-07-03,47.0
cordless screwdriver_1,Store_10,2023-07-10,37.0
cordless screwdriver_1,Store_10,2023-07-17,48.0
cordless screwdriver_1,Store_10,2023-07-24,37.0
cordless screwdriver_1,Store_10,2023-07-31,30.0
cordless screwdriver_1,Store_10,2023-08-07,41.0
cordless screwdriver_1,Store_10,2023-08-14,53.0
cordless screwdriver_1,Store_10,2023-08-21,51.0
cordless screwdriver_1,Store_10,2023-08-28,43.0
cordless screwdriver_1,Store_10,2023-09-04,64.0
cordless screwdriver_1,Store_10,2023-09-11,46.0
cordless screwdriver_1,Store_10,2023-09-18,53.0
cordless screwdriver_1,Store_10,2023-09-25,60.0
cordless screwdriver_1,Store_10,2023-10-02,31.0
cordless screwdriver_1,Store_10,2023-10-09,33.0
cordless screwdriver_1,Store_10,2023-10-16,59.0
cordless screwdriver_1,Store_10,2023-10-23,41.0
cordless screwdriver_1,Store_10,2023-10-30,46.0
cordless screwdriver_1,Store_10,2023-11-06,50.0
cordless screwdriver_1,Store_10,2023-11-13,53.0
cordless screwdriver_1,Store_10,2023-11-20,60.0
cordless screwdriver_1,Store_10,2023-11-27,55.0
cordless screwdriver_1,Store_10,2023-12-04,50.0
cordless screwdriver_1,Store_10,2023-12-11,33.0
cordless screwdriver_1,Store_10,2023-12-18,50.0
cordless screwdriver_1,Store_10,2023-12-25,47.0
cordless screwdriver_1,Store_10,2024-01-01,35.0
cordless screwdriver_1,Store_10,2024-01-08,56.0
cordless screwdriver_1,Store_10,2024-01-15,51.0
cordless screwdriver_1,Store_10,2024-01-22,46.0
cordless screwdriver_1,Store_10,2024-01-29,38.0
cordless screwdriver_1,Store_10,2024-02-05,32.0
cordless screwdriver_1,Store_10,2024-02-12,48.0
cordless screwdriver_1,Store_10,2024-02-19,51.0
cordless screwdriver_1,Store_10,2024-02-26,39.0
cordless screwdriver_1,Store_10,2024-03-04,53.0
cordless screwdriver_1,Store_10,2024-03-11,33.0
cordless screwdriver_1,Store_10,2024-03-18,27.0
cordless screwdriver_1,Store_10,2024-03-25,54.0
cordless screwdriver_1,Store_10,2024-04-01,45.0
cordless screwdriver_1,Store_10,2024-04-08,46.0
cordless screwdriver_1,Store_10,2024-04-15,33.0
cordless screwdriver_1,Store_10,2024-04-22,30.0
cordless screwdriver_1,Store_10,2024-04-29,58.0
cordless screwdriver_1,Store_10,2024-05-06,41.0
cordless screwdriver_1,Store_10,2024-05-13,62.0
cordless screwdriver_1,Store_10,2024-05-20,47.0
cordless screwdriver_1,Store_10,2024-05-27,41.0
cordless screwdriver_1,Store_10,2024-06-03,30.0
cordless screwdriver_1,Store_10,2024-06-10,39.0
cordless screwdriver_1,Store_10,2024-06-17,36.0
cordless screwdriver_1,Store_10,2024-06-24,68.0
cordless screwdriver_1,Store_10,2024-07-01,46.0
cordless screwdriver_1,Store_10,2024-07-08,54.0
cordless screwdriver_1,Store_10,2024-07-15,26.0
cordless screwdriver_1,Store_10,2024-07-22,47.0
cordless screwdriver_1,Store_10,2024-07-29,55.0
cordless screwdriver_1,Store_10,2024-08-05,45.0
cordless screwdriver_1,Store_10,2024-08-12,52.0
cordless screwdriver_1,Store_10,2024-08-19,31.0
cordless screwdriver_1,Store_10,2024-08-26,32.0
cordless screwdriver_1,Store_10,2024-09-02,48.0
cordless screwdriver_1,Store_10,2024-09-09,45.0
cordless screwdriver_1,Store_10,2024-09-16,52.0
cordless screwdriver_1,Store_10,2024-09-23,24.0
cordless screwdriver_1,Store_10,2024-09-30,51.0
cordless screwdriver_1,Store_10,2024-10-07,68.0
cordless screwdriver_1,Store_10,2024-10-14,48.0
cordless screwdriver_1,Store_10,2024-10-21,40.0
cordless screwdriver_1,Store_11,2022-10-24,74.0
cordless screwdriver_1,Store_11,2022-10-31,65.0
cordless screwdriver_1,Store_11,2022-11-07,46.0
cordless screwdriver_1,Store_11,2022-11-14,57.0
cordless screwdriver_1,Store_11,2022-11-21,81.0
cordless screwdriver_1,Store_11,2022-11-28,35.0
cordless screwdriver_1,Store_11,2022-12-05,59.0
cordless screwdriver_1,Store_11,2022-12-12,77.0
cordless screwdriver_1,Store_11,2022-12-19,52.0
cordless screwdriver_1,Store_11,2022-12-26,55.0
cordless screwdriver_1,Store_11,2023-01-02,62.0
cordless screwdriver_1,Store_11,2023-01-09,79.0
cordless screwdriver_1,Store_11,2023-01-16,55.0
cordless screwdriver_1,Store_11,2023-01-23,58.0
cordless screwdriver_1,Store_11,2023-01-30,58.0
cordless screwdriver_1,Store_11,2023-02-06,88.0
cordless screwdriver_1,Store_11,2023-02-13,86.0
cordless screwdriver_1,Store_11,2023-02-20,73.0
cordless screwdriver_1,Store_11,2023-02-27,67.0
cordless screwdriver_1,Store_11,2023-03-06,71.0
cordless screwdriver_1,Store_11,2023-03-13,79.0
cordless screwdriver_1,Store_11,2023-03-20,52.0
cordless screwdriver_1,Store_11,2023-03-27,76.0
cordless screwdriver_1,Store_11,2023-04-03,48.0
cordless screwdriver_1,Store_11,2023-04-10,56.0
cordless screwdriver_1,Store_11,2023-04-17,73.0
cordless screwdriver_1,Store_11,2023-04-24,46.0
cordless screwdriver_1,Store_11,2023-05-01,62.0
cordless screwdriver_1,Store_11,2023-05-08,53.0
cordless screwdriver_1,Store_11,2023-05-15,60.0
cordless screwdriver_1,Store_11,2023-05-22,31.0
cordless screwdriver_1,Store_11,2023-05-29,44.0
cordless screwdriver_1,Store_11,2023-06-05,55.0
cordless screwdriver_1,Store_11,2023-06-12,73.0
cordless screwdriver_1,Store_11,2023-06-19,60.0
cordless screwdriver_1,Store_11,2023-06-26,63.0
cordless screwdriver_1,Store_11,2023-07-03,70.0
cordless screwdriver_1,Store_11,2023-07-10,52.0
cordless screwdriver_1,Store_11,2023-07-17,66.0
cordless screwdriver_1,Store_11,2023-07-24,53.0
cordless screwdriver_1,Store_11,2023-07-31,43.0
cordless screwdriver_1,Store_11,2023-08-07,59.0
cordless screwdriver_1,Store_11,2023-08-14,69.0
cordless screwdriver_1,Store_11,2023-08-21,66.0
cordless screwdriver_1,Store_11,2023-08-28,62.0
cordless screwdriver_1,Store_11,2023-09-04,90.0
cordless screwdriver_1,Store_11,2023-09-11,66.0
cordless screwdriver_1,Store_11,2023-09-18,74.0
cordless screwdriver_1,Store_11,2023-09-25,87.0
cordless screwdriver_1,Store_11,2023-10-02,47.0
cordless screwdriver_1,Store_11,2023-10-09,51.0
cordless screwdriver_1,Store_11,2023-10-16,82.0
cordless screwdriver_1,Store_11,2023-10-23,53.0
cordless screwdriver_1,Store_11,2023-10-30,63.0
cordless screwdriver_1,Store_11,2023-11-06,75.0
cordless screwdriver_1,Store_11,2023-11-13,72.0
cordless screwdriver_1,Store_11,2023-11-20,82.0
cordless screwdriver_1,Store_11,2023-11-27,79.0
cordless screwdriver_1,Store_11,2023-12-04,74.0
cordless screwdriver_1,Store_11,2023-12-11,54.0
cordless screwdriver_1,Store_11,2023-12-18,72.0
cordless screwdriver_1,Store_11,2023-12-25,66.0
cordless screwdriver_1,Store_11,2024-01-01,48.0
cordless screwdriver_1,Store_11,2024-01-08,79.0
cordless screwdriver_1,Store_11,2024-01-15,71.0
cordless screwdriver_1,Store_11,2024-01-22,63.0
cordless screwdriver_1,Store_11,2024-01-29,60.0
cordless screwdriver_1,Store_11,2024-02-05,49.0
cordless screwdriver_1,Store_11,2024-02-12,65.0
cordless screwdriver_1,Store_11,2024-02-19,68.0
cordless screwdriver_1,Store_11,2024-02-26,53.0
cordless screwdriver_1,Store_11,2024-03-04,76.0
cordless screwdriver_1,Store_11,2024-03-11,50.0
cordless screwdriver_1,Store_11,2024-03-18,39.0
cordless screwdriver_1,Store_11,2024-03-25,75.0
cordless screwdriver_1,Store_11,2024-04-01,57.0
cordless screwdriver_1,Store_11,2024-04-08,61.0
cordless screwdriver_1,Store_11,2024-04-15,53.0
cordless screwdriver_1,Store_11,2024-04-22,45.0
cordless screwdriver_1,Store_11,2024-04-29,77.0
cordless screwdriver_1,Store_11,2024-05-06,54.0
cordless screwdriver_1,Store_11,2024-05-13,82.0
cordless screwdriver_1,Store_11,2024-05-20,71.0
cordless screwdriver_1,Store_11,2024-05-27,59.0
cordless screwdriver_1,Store_11,2024-06-03,50.0
cordless screwdriver_1,Store_11,2024-06-10,55.0
cordless screwdriver_1,Store_11,2024-06-17,49.0
cordless screwdriver_1,Store_11,2024-06-24,87.0
cordless screwdriver_1,Store_11,2024-07-01,64.0
cordless screwdriver_1,Store_11,2024-07-08,76.0
cordless screwdriver_1,Store_11,2024-07-15,48.0
cordless screwdriver_1,Store_11,2024-07-22,65.0
cordless screwdriver_1,Store_11,2024-07-29,76.0
cordless screwdriver_1,Store_11,2024-08-05,58.0
cordless screwdriver_1,Store_11,2024-08-12,74.0
cordless screwdriver_1,Store_11,2024-08-19,50.0
cordless screwdriver_1,Store_11,2024-08-26,48.0
cordless screwdriver_1,Store_11,2024-09-02,67.0
cordless screwdriver_1,Store_11,2024-09-09,58.0
cordless screwdriver_1,Store_11,2024-09-16,70.0
cordless screwdriver_1,Store_11,2024-09-23,40.0
cordless screwdriver_1,Store_11,2024-09-30,71.0
cordless screwdriver_1,Store_11,2024-10-07,91.0
cordless screwdriver_1,Store_11,2024-10-14,61.0
cordless screwdriver_1,Store_11,2024-10-21,63.0
cordless screwdriver_1,Store_12,2022-10-24,134.0
cordless screwdriver_1,Store_12,2022-10-31,130.0
cordless screwdriver_1,Store_12,2022-11-07,119.0
cordless screwdriver_1,Store_12,2022-11-14,125.0
cordless screwdriver_1,Store_12,2022-11-21,137.0
cordless screwdriver_1,Store_12,2022-11-28,113.0
cordless screwdriver_1,Store_12,2022-12-05,125.0
cordless screwdriver_1,Store_12,2022-12-12,135.0
cordless screwdriver_1,Store_12,2022-12-19,121.0
cordless screwdriver_1,Store_12,2022-12-26,125.0
cordless screwdriver_1,Store_12,2023-01-02,128.0
cordless screwdriver_1,Store_12,2023-01-09,136.0
cordless screwdriver_1,Store_12,2023-01-16,125.0
cordless screwdriver_1,Store_12,2023-01-23,126.0
cordless screwdriver_1,Store_12,2023-01-30,126.0
cordless screwdriver_1,Store_12,2023-02-06,140.0
cordless screwdriver_1,Store_12,2023-02-13,142.0
cordless screwdriver_1,Store_12,2023-02-20,137.0
cordless screwdriver_1,Store_12,2023-02-27,135.0
cordless screwdriver_1,Store_12,2023-03-06,136.0
cordless screwdriver_1,Store_12,2023-03-13,139.0
cordless screwdriver_1,Store_12,2023-03-20,124.0
cordless screwdriver_1,Store_12,2023-03-27,137.0
cordless screwdriver_1,Store_12,2023-04-03,122.0
cordless screwdriver_1,Store_12,2023-04-10,124.0
cordless screwdriver_1,Store_12,2023-04-17,134.0
cordless screwdriver_1,Store_12,2023-04-24,119.0
cordless screwdriver_1,Store_12,2023-05-01,127.0
cordless screwdriver_1,Store_12,2023-05-08,123.0
cordless screwdriver_1,Store_12,2023-05-15,125.0
cordless screwdriver_1,Store_12,2023-05-22,111.0
cordless screwdriver_1,Store_12,2023-05-29,115.0
cordless screwdriver_1,Store_12,2023-06-05,121.0
cordless screwdriver_1,Store_12,2023-06-12,130.0
cordless screwdriver_1,Store_12,2023-06-19,126.0
cordless screwdriver_1,Store_12,2023-06-26,129.0
cordless screwdriver_1,Store_12,2023-07-03,133.0
cordless screwdriver_1,Store_12,2023-07-10,123.0
cordless screwdriver_1,Store_12,2023-07-17,130.0
cordless screwdriver_1,Store_12,2023-07-24,124.0
cordless screwdriver_1,Store_12,2023-07-31,117.0
cordless screwdriver_1,Store_12,2023-08-07,125.0
cordless screwdriver_1,Store_12,2023-08-14,130.0
cordless screwdriver_1,Store_12,2023-08-21,129.0
cordless screwdriver_1,Store_12,2023-08-28,129.0
cordless screwdriver_1,Store_12,2023-09-04,144.0
cordless screwdriver_1,Store_12,2023-09-11,132.0
cordless screwdriver_1,Store_12,2023-09-18,136.0
cordless screwdriver_1,Store_12,2023-09-25,145.0
cordless screwdriver_1,Store_12,2023-10-02,123.0
cordless screwdriver_1,Store_12,2023-10-09,124.0
cordless screwdriver_1,Store_12,2023-10-16,139.0
cordless screwdriver_1,Store_12,2023-10-23,122.0
cordless screwdriver_1,Store_12,2023-10-30,129.0
cordless screwdriver_1,Store_12,2023-11-06,136.0
cordless screwdriver_1,Store_12,2023-11-13,133.0
cordless screwdriver_1,Store_12,2023-11-20,140.0
cordless screwdriver_1,Store_12,2023-11-27,140.0
cordless screwdriver_1,Store_12,2023-12-04,138.0
cordless screwdriver_1,Store_12,2023-12-11,127.0
cordless screwdriver_1,Store_12,2023-12-18,135.0
cordless screwdriver_1,Store_12,2023-12-25,131.0
cordless screwdriver_1,Store_12,2024-01-01,120.0
cordless screwdriver_1,Store_12,2024-01-08,137.0
cordless screwdriver_1,Store_12,2024-01-15,133.0
cordless screwdriver_1,Store_12,2024-01-22,129.0
cordless screwdriver_1,Store_12,2024-01-29,129.0
cordless screwdriver_1,Store_12,2024-02-05,122.0
cordless screwdriver_1,Store_12,2024-02-12,129.0
cordless screwdriver_1,Store_12,2024-02-19,130.0
cordless screwdriver_1,Store_12,2024-02-26,123.0
cordless screwdriver_1,Store_12,2024-03-04,136.0
cordless screwdriver_1,Store_12,2024-03-11,122.0
cordless screwdriver_1,Store_12,2024-03-18,115.0
cordless screwdriver_1,Store_12,2024-03-25,134.0
cordless screwdriver_1,Store_12,2024-04-01,124.0
cordless screwdriver_1,Store_12,2024-04-08,126.0
cordless screwdriver_1,Store_12,2024-04-15,124.0
cordless screwdriver_1,Store_12,2024-04-22,118.0
cordless screwdriver_1,Store_12,2024-04-29,134.0
cordless screwdriver_1,Store_12,2024-05-06,123.0
cordless screwdriver_1,Store_12,2024-05-13,138.0
cordless screwdriver_1,Store_12,2024-05-20,135.0
cordless screwdriver_1,Store_12,2024-05-27,127.0
cordless screwdriver_1,Store_12,2024-06-03,124.0
cordless screwdriver_1,Store_12,2024-06-10,124.0
cordless screwdriver_1,Store_12,2024-06-17,119.0
cordless screwdriver_1,Store_12,2024-06-24,139.0
cordless screwdriver_1,Store_12,2024-07-01,129.0
cordless screwdriver_1,Store_12,2024-07-08,136.0
cordless screwdriver_1,Store_12,2024-07-15,123.0
cordless screwdriver_1,Store_12,2024-07-22,130.0
cordless screwdriver_1,Store_12,2024-07-29,136.0
cordless screwdriver_1,Store_12,2024-08-05,126.0
cordless screwdriver_1,Store_12,2024-08-12,136.0
cordless screwdriver_1,Store_12,2024-08-19,123.0
cordless screwdriver_1,Store_12,2024-08-26,120.0
cordless screwdriver_1,Store_12,2024-09-02,130.0
cordless screwdriver_1,Store_12,2024-09-09,124.0
cordless screwdriver_1,Store_12,2024-09-16,131.0
cordless screwdriver_1,Store_12,2024-09-23,117.0
cordless screwdriver_1,Store_12,2024-09-30,132.0
cordless screwdriver_1,Store_12,2024-10-07,144.0
cordless screwdriver_1,Store_12,2024-10-14,128.0
cordless screwdriver_1,Store_12,2024-10-21,131.0
cordless screwdriver_1,Store_13,2022-10-24,149.0
cordless screwdriver_1,Store_13,2022-10-31,140.0
cordless screwdriver_1,Store_13,2022-11-07,116.0
cordless screwdriver_1,Store_13,2022-11-14,131.0
cordless screwdriver_1,Store_13,2022-11-21,159.0
cordless screwdriver_1,Store_13,2022-11-28,106.0
cordless screwdriver_1,Store_13,2022-12-05,130.0
cordless screwdriver_1,Store_13,2022-12-12,157.0
cordless screwdriver_1,Store_13,2022-12-19,124.0
cordless screwdriver_1,Store_13,2022-12-26,126.0
cordless screwdriver_1,Store_13,2023-01-02,139.0
cordless screwdriver_1,Store_13,2023-01-09,154.0
cordless screwdriver_1,Store_13,2023-01-16,126.0
cordless screwdriver_1,Store_13,2023-01-23,129.0
cordless screwdriver_1,Store_13,2023-01-30,134.0
cordless screwdriver_1,Store_13,2023-02-06,162.0
cordless screwdriver_1,Store_13,2023-02-13,158.0
cordless screwdriver_1,Store_13,2023-02-20,140.0
cordless screwdriver_1,Store_13,2023-02-27,137.0
cordless screwdriver_1,Store_13,2023-03-06,144.0
cordless screwdriver_1,Store_13,2023-03-13,152.0
cordless screwdriver_1,Store_13,2023-03-20,122.0
cordless screwdriver_1,Store_13,2023-03-27,148.0
cordless screwdriver_1,Store_13,2023-04-03,123.0
cordless screwdriver_1,Store_13,2023-04-10,127.0
cordless screwdriver_1,Store_13,2023-04-17,150.0
cordless screwdriver_1,Store_13,2023-04-24,119.0
cordless screwdriver_1,Store_13,2023-05-01,133.0
cordless screwdriver_1,Store_13,2023-05-08,130.0
cordless screwdriver_1,Store_13,2023-05-15,133.0
cordless screwdriver_1,Store_13,2023-05-22,105.0
cordless screwdriver_1,Store_13,2023-05-29,119.0
cordless screwdriver_1,Store_13,2023-06-05,135.0
cordless screwdriver_1,Store_13,2023-06-12,149.0
cordless screwdriver_1,Store_13,2023-06-19,132.0
cordless screwdriver_1,Store_13,2023-06-26,134.0
cordless screwdriver_1,Store_13,2023-07-03,145.0
cordless screwdriver_1,Store_13,2023-07-10,125.0
cordless screwdriver_1,Store_13,2023-07-17,139.0
cordless screwdriver_1,Store_13,2023-07-24,129.0
cordless screwdriver_1,Store_13,2023-07-31,116.0
cordless screwdriver_1,Store_13,2023-08-07,135.0
cordless screwdriver_1,Store_13,2023-08-14,146.0
cordless screwdriver_1,Store_13,2023-08-21,138.0
cordless screwdriver_1,Store_13,2023-08-28,134.0
cordless screwdriver_1,Store_13,2023-09-04,163.0
cordless screwdriver_1,Store_13,2023-09-11,138.0
cordless screwdriver_1,Store_13,2023-09-18,142.0
cordless screwdriver_1,Store_13,2023-09-25,161.0
cordless screwdriver_1,Store_13,2023-10-02,117.0
cordless screwdriver_1,Store_13,2023-10-09,122.0
cordless screwdriver_1,Store_13,2023-10-16,162.0
cordless screwdriver_1,Store_13,2023-10-23,126.0
cordless screwdriver_1,Store_13,2023-10-30,132.0
cordless screwdriver_1,Store_13,2023-11-06,151.0
cordless screwdriver_1,Store_13,2023-11-13,145.0
cordless screwdriver_1,Store_13,2023-11-20,152.0
cordless screwdriver_1,Store_13,2023-11-27,150.0
cordless screwdriver_1,Store_13,2023-12-04,144.0
cordless screwdriver_1,Store_13,2023-12-11,124.0
cordless screwdriver_1,Store_13,2023-12-18,145.0
cordless screwdriver_1,Store_13,2023-12-25,141.0
cordless screwdriver_1,Store_13,2024-01-01,118.0
cordless screwdriver_1,Store_13,2024-01-08,154.0
cordless screwdriver_1,Store_13,2024-01-15,147.0
cordless screwdriver_1,Store_13,2024-01-22,132.0
cordless screwdriver_1,Store_13,2024-01-29,132.0
cordless screwdriver_1,Store_13,2024-02-05,124.0
cordless screwdriver_1,Store_13,2024-02-12,140.0
cordless screwdriver_1,Store_13,2024-02-19,143.0
cordless screwdriver_1,Store_13,2024-02-26,125.0
cordless screwdriver_1,Store_13,2024-03-04,149.0
cordless screwdriver_1,Store_13,2024-03-11,124.0
cordless screwdriver_1,Store_13,2024-03-18,110.0
cordless screwdriver_1,Store_13,2024-03-25,153.0
cordless screwdriver_1,Store_13,2024-04-01,134.0
cordless screwdriver_1,Store_13,2024-04-08,131.0
cordless screwdriver_1,Store_13,2024-04-15,128.0
cordless screwdriver_1,Store_13,2024-04-22,119.0
cordless screwdriver_1,Store_13,2024-04-29,153.0
cordless screwdriver_1,Store_13,2024-05-06,129.0
cordless screwdriver_1,Store_13,2024-05-13,152.0
cordless screwdriver_1,Store_13,2024-05-20,145.0
cordless screwdriver_1,Store_13,2024-05-27,128.0
cordless screwdriver_1,Store_13,2024-06-03,123.0
cordless screwdriver_1,Store_13,2024-06-10,131.0
cordless screwdriver_1,Store_13,2024-06-17,125.0
cordless screwdriver_1,Store_13,2024-06-24,162.0
cordless screwdriver_1,Store_13,2024-07-01,137.0
cordless screwdriver_1,Store_13,2024-07-08,144.0
cordless screwdriver_1,Store_13,2024-07-15,121.0
cordless screwdriver_1,Store_13,2024-07-22,138.0
cordless screwdriver_1,Store_13,2024-07-29,152.0
cordless screwdriver_1,Store_13,2024-08-05,129.0
cordless screwdriver_1,Store_13,2024-08-12,146.0
cordless screwdriver_1,Store_13,2024-08-19,124.0
cordless screwdriver_1,Store_13,2024-08-26,120.0
